ID,English,Japanese,Chinese,German,Spanish,Russian,Korean,Arabic
5250200,Horned Warrior Gauntlets,角の戦士の手甲,角战士臂甲,Hornkrieger-Armschutz,Guanteletes de guerrero con cuernos,Перчатки рогатого воина,뿔 전사의 장갑,ﻗﻔﺎزات ﻟﻠﻣﺣﺎرب ذي اﻟﻘﺭن
5250300,Horned Warrior Greaves,角の戦士の足甲,角战士腿甲,Hornkrieger-Beinschutz,Grebas de guerrero con cuernos,Поножи рогатого воина,뿔 전사의 각반,درع ﺳﺎق ﻟﻠﻣﺣﺎرب ذي اﻟﻘﺭن
5252000,Divine Beast Helm,神獣の兜,神兽头盔,Göttlicher Bestienhelm,Yelmo de la Bestia Divina,Шлем священного зверя,신수의 투구,ﺧﻭذة اﻟﻭﺣﺵ اﻟﺳﻣﺎوي
5252100,Divine Beast Warrior Armor,神獣戦士の鎧,神兽战士铠甲,Göttliche Bestienkrieger-Rüstung,Armadura de guerrero de la Bestia Divina,Доспех священного зверя,신수 전사의 갑옷,درع ﻣﺣﺎرب اﻟﻭﺣﺵ اﻟﺳﻣﺎوي
5253000,Divine Bird Helm,神鳥の兜,神鸟头盔,Göttlicher Vogelhelm,Yelmo del Ave Divina,Шлем священной птицы,신조의 투구,ﺧﻭذة اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي
5253100,Divine Bird Warrior Armor,神鳥戦士の鎧,神鸟战士铠甲,Göttliche Vogelkrieger-Rüstung,Armadura de guerrero del Ave Divina,Доспех священной птицы,신조 전사의 갑옷,درع ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي
5253200,Divine Bird Warrior Gauntlets,神鳥戦士の手甲,神鸟战士臂甲,Göttliche Vogelkrieger-Armschutz,Guanteletes de guerrero del Ave Divina,Перчатки священной птицы,신조 전사의 장갑,ﻗﻔﺎزات ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي
5253300,Divine Bird Warrior Greaves,神鳥戦士の足甲,神鸟战士腿甲,Göttlicher Vogelkrieger-Beinschutz,Grebas de guerrero del Ave Divina,Поножи священной птицы,신조 전사의 각반,درع ﺳﺎق ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي
5260000,Rellana's Helm,レラーナの兜,蕾菈娜头盔,Rellanas Helm,Yelmo de Rellana,Шлем Релланы,렐라나의 투구,ﺧﻭذة رﻳﻼﻧﺎ
5260100,Rellana's Armor,レラーナの鎧,蕾菈娜铠甲,Rellanas Rüstung,Armadura de Rellana,Доспех Релланы,렐라나의 갑옷, درع رﻳﻼﻧﺎ
5260200,Rellana's Gloves,レラーナの手袋,蕾菈娜手套,Rellanas Handschuhe,Guantes de Rellana,Перчатки Релланы,렐라나의 장갑,ﻗﻔﺎزات رﻳﻼﻧﺎ
5260300,Rellana's Greaves,レラーナの足甲,蕾菈娜腿甲,Rellanas Beinschutz,Grebas de Rellana,Поножи Релланы,렐라나의 각반,درع ﺳﺎق رﻳﻼﻧﺎ
5270000,Young Lion's Helm,若獅子の兜,年少狮子头盔,Helm des jungen Löwen,Yelmo del León Joven,Шлем юного льва,젊은 사자의 투구,ﺧﻭذة اﻷﺳﺩ اﻟﺷﺎب
5270100,Young Lion's Armor,若獅子の鎧,年少狮子铠甲,Rüstung des jungen Löwen,Armadura del León Joven,Доспех юного льва,젊은 사자의 갑옷,درع اﻷﺳﺩ اﻟﺷﺎب
5270200,Young Lion's Gauntlets,若獅子の手甲,年少狮子臂甲,Stulpen des jungen Löwen,Guanteletes del León Joven,Наручи юного льва,젊은 사자의 장갑,ﻗﻔﺎزات اﻷﺳﺩ اﻟﺷﺎب
5270300,Young Lion's Greaves,若獅子の足甲,年少狮子腿甲,Beinschutz des jungen Löwen,Grebas del León Joven,Поножи юного льва,젊은 사자의 각반,درع ﺳﺎق اﻷﺳﺩ اﻟﺷﺎب
5271100,Young Lion's Armor (Altered),若獅子の鎧（軽装）,年少狮子铠甲（轻装）,Rüstung des jungen Löwen (Geänd.),Armadura del León Joven (modificada),Доспех юного льва (измен.),젊은 사자의 갑옷(경장),درع اﻷﺳﺩ اﻟﺷﺎب (ﻣُﻌﺩَل)
5272000,Circlet of Light,光の冠,光芒头冠,Kranz des Lichts,Diadema de luz,Венец света,빛의 관,ﻁﻭق اﻟﺿﻭء
5280000,Shadow Militiaman Helm,影卑兵の兜,幽影恶兵头盔,Helm der Schattenmilizionäre,Yelmo sombrío de miliciano,Шлем теневого ополченца,그림자 천한 병사의 투구,ﺧﻭذة رﺟﻝ ﻣﻳﻠﻳﺷﻳﺎ اﻟﻅﻝ
5280100,Shadow Militiaman Armor,影卑兵の鎧,幽影恶兵铠甲,Rüstung der Schattenmilizionäre,Armadura sombría de miliciano,Доспех теневого ополченца,그림자 천한 병사의 갑옷,درع رﺟﻝ ﻣﻳﻠﻳﺷﻳﺎ اﻟﻅﻝ
5280200,Shadow Militiaman Gauntlets,影卑兵の手甲,幽影恶兵臂甲,Handschuhe der Schattenmilizionäre,Guanteletes sombríos de miliciano,Перчатки теневого ополченца,그림자 천한 병사의 장갑,ﻗﻔﺎزات رﺟﻝ ﻣﻳﻠﻳﺷﻳﺎ اﻟﻅﻝ
5280300,Shadow Militiaman Greaves,影卑兵の足甲,幽影恶兵腿甲,Beinschutz der Schattenmilizionäre,Grebas sombrías de miliciano,Поножи теневого ополченца,그림자 천한 병사의 각반,درع ﺳﺎق رﺟﻝ ﻣﻳﻠﻳﺷﻳﺎ اﻟﻅﻝ
5290000,Divine Beast Head,神獣の頭,神兽头部,Göttlicher Bestienkopf,Cabeza de la Bestia Divina,Голова священного зверя,신수의 머리,رأس اﻟﻭﺣﺵ اﻟﺳﻣﺎوي
5300000,St. Trina's Blossom,トリーナの一花,托莉娜孤花,St. Trinas Blüte,Flor de Santa Trina,Цветок святой Трины,트리나의 한 송이 꽃,زﻫﺭة اﻟﻘﺩﻳﺳﺔ ﺗﺭﻳﻧﺎ
5310000,Crucible Hammer-Helm,坩堝の槌兜,熔炉槌形盔,Hammerhelm des Schmelztiegels,Yelmo martillo del Crisol,Шлем молота Горнила,도가니의 망치 투구,ﺧﻭذة ﻣﻁﺭﻗﺔ اﻟﺑﻭﺗﻘﺔ
5320000,Greatjar,大壺頭,大壶头罩,Großes Gefäß,Gran recipiente,Большой кувшин,큰 항아리머리,اﻟﺟﺭّة اﻟﻌﻅﻳﻣﺔ
5330000,Imp Head (Lion),インプの頭（獅子）,小恶魔头罩（狮子）,Wichtkopf (Löwe),Cabeza de diablillo (león),Голова беса (лев),임프 머리(사자),رأس اﻟﻘﺯم (أﺳﺩ)
