ID,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean),
7200,Pest Threads,害虫のスレッド,害虫线程,해충 스레드,Вредители темы,Schädlingsfäden,Sujets antiparasitaires,Hilos de plagas,Tópicos de pragas
7210,Swarm of Flies,ハエの群れ,苍蝇群,파리 떼,Рой мух,Fliegenschwarm,Nuée de mouches,Enjambre de moscas,Enxame de moscas
7220,Poison Mist,ポイズンミスト,毒雾,포이즌 미스트,Ядовитый туман,Giftiger Nebel,Brume empoisonnée,Niebla venenosa,Névoa Venenosa
7230,Poison Armament,毒兵器,毒兵器,독무장,Ядовитое вооружение,Giftbewaffnung,Armement empoisonné,Armamento venenoso,Armamento Venenoso
7240,Scarlet Aeonia,スカーレットアエオニア,猩红埃奥尼亚,스칼렛 에오니아,Алая Эония,Scharlachrote Aeonia,Aeonia écarlate,Aeonia escarlata,Eonia Escarlate
7300,InEscapable Frenzy,逃れられない狂乱,无法逃脱的疯狂,피할 수 없는 광란,Неизбежное безумие,Unausweichliche Raserei,Frénésie inéchappable,En frenesí evitable,Frenesi Inescapável
7310,The Flame of Frenzy,狂乱の炎,狂乱之火,광란의 불꽃,Пламя безумия,Die Flamme der Raserei,La flamme de la frénésie,La llama del frenesí,A Chama do Frenesi
7311,UnEndurable Frenzy,耐えられない狂乱,难以忍受的疯狂,참을 수 없는 광란,Невыносимое безумие,Unerträgliche Raserei,Frénésie insupportable,Frenesí insoportable,Frenesi Insuportável
7320,Frenzied Burst,フレンジーバースト,疯狂爆发,광란의 버스트,Бешеный взрыв,Rasender Ausbruch,Explosion frénétique,Explosión frenética,Explosão Frenética
7330,Howl of Shabriri,シャブリリの遠吠え,沙布里里的嚎叫,샤브리리의 울부짖음,Вой Шабрири,Heulen von Shabriri,Hurlement de Shabriri,Aullido de Shabriri,Uivo de Shabriri
7500,Aspec of Cruci - Tail,クルーシの側面 - 尻尾,十字架之面 - 尾巴,크루치의 모습 - 꼬리,Аспек Кручи - Хвост,Aspekt von Cruci – Schwanz,Aspec de Cruci - Queue,Aspecto de Cruci - Cola,Aspec de Cruci - Cauda
7510,Aspec of Cruci - Horns,Cruci の側面 - 角,十字架的形态 - 角,크루치의 양상 - 뿔,Аспек Кручи - Рога,Aspekt von Cruci – Hörner,Aspec de Cruci - Cornes,Aspecto de Cruci - Cuernos,Aspec de Cruci - Chifres
7520,Aspec of Cruci - Breath,クルシの側面 - ブレス,十字架之星 - 呼吸,크루치의 위상 - 숨결,Аспек Круци - Дыхание,Aspekt von Cruci – Atem,Aspec de Cruci - Souffle,Aspecto de Cruci - Aliento,Aspec de Cruci - Respiração
7530,Black Blade,ブラックブレード,黑刃,블랙 블레이드,Черный клинок,Schwarze Klinge,Lame noire,Hoja negro,Lâmina preta
7900,Fire Deadly Sin,火の大罪,火大罪,불의 대죄,Огонь Смертный Грех,Feuer-Todsünde,Péché mortel du feu,Fuego pecado mortal,Pecado mortal do fogo
7903,Golden Lightning Fortification,黄金の稲妻の要塞,金雷防御工事,황금 번개 요새,Укрепление Золотой Молнии,Goldene Blitzbefestigung,Fortification de la Foudre Dorée,Fortificación del Rayo Dorado,Fortificação do Relâmpago Dourado
8000,StoneSword Key,石剣の鍵,石剑钥匙,스톤소드 열쇠,КаменьМеч Ключ,StoneSword-Schlüssel,Clé d'épée de pierre,PiedraEspada Clave,Chave da Espada de Pedra
8001,Briars of Punishment,懲罰の茨,惩罚荆棘,징벌의 장신구,Шипы наказания,Dornen der Bestrafung,Briars de punition,Zarzas del castigo,Briars de Castigo
53010,Catch Flame,炎をキャッチ,捕捉火焰,불꽃을 잡아라,Поймать пламя,Flamme fangen,Attraper la flamme,Atrapar la llama,Pegar Chama
53011,BloodFlame Blade,ブラッドフレイムブレード,血焰之刃,블러드플레임 블레이드,КровьПламя Клинок,Blutflammenklinge,Lame de flamme sanglante,Hoja de llama de sangre,Lâmina Chama Sangrenta
53012,Swarm of Flies v1.0,ハエの群れ v1.0,苍蝇群 v1.0,파리 떼 v1.0,Рой мух v1.0,Fliegenschwarm v1.0,Essaim de mouches v1.0,Enjambre de moscas v1.0,Enxame de Moscas v1.0
53040,Lightning Strike,落雷,雷击,번개 충격,Удар молнии,Blitzschlag,Coup de foudre,Rayo,Relâmpago
53041,Fortissaxs Lightning Spear,フォーティサックス ライトニング スピア,福蒂萨克斯闪电矛,Fortissax의 번개 창,Молниеносное копье Фортиссакса,Fortissaxs Blitzspeer,Lance éclair de Fortissax,Lanza relámpago Fortissaxs,Lança Relâmpago de Fortissax
53042,Vykes Dragonbolt,ヴァイクス・ドラゴンボルト,维克斯龙弩,바이크스 드래곤볼트,Вайкс Драконья стрела,Vykes Drachenblitz,Éclair Dragon de Vykes,Descarga de dragón de Vykes,Vykes Raio do Dragão
53043,The Flame of Frenzy,狂乱の炎,狂乱之火,광란의 불꽃,Пламя безумия,Die Flamme der Raserei,La flamme de la frénésie,La llama del frenesí,A Chama do Frenesi
53044,Frenzied Burst,フレンジーバースト,疯狂爆发,광란의 버스트,Бешеный взрыв,Rasender Ausbruch,Explosion frénétique,Explosión frenética,Explosão Frenética
53045,Howl of Shabriri v1.0,シャブリリの遠吠え v1.0,沙布里里的嚎叫 v1.0,샤브리리의 하울 v1.0,Вой Шабрири v1.0,Heulen von Shabriri v1.0,Hurlement de Shabriri v1.0,Aullido de Shabriri v1.0,Uivo de Shabriri v1.0
53110,Wrath of Gold,ゴールドの怒り,黄金之怒,금의 분노,Гнев золота,Zorn aus Gold,La colère de l'or,Ira de oro,Ira de Ouro
53111,Golden Vow,黄金の誓い,金誓,황금 서약,Золотой обет,Goldenes Gelübde,Vœu d'or,Voto de oro,Voto Dourado
53120,Magic GlintBlade,マジックグリントブレード,魔法闪光之刃,매직 글린트블레이드,Волшебный БлескЛезвие,Magische GlintBlade,Lame scintillante magique,Hoja De Destello Mágico,Lâmina Cintilante Mágica
53160,GlintStone CometShard,グリントストーン彗星の破片,闪光石彗星碎片,GlintStone Comet샤드,Блестящий Камень КометаОсколок,GlintStone CometShard,Éclat de comète GlintStone,Cometa De Piedra BrillanteFragmento,GlintStone CometShard
53161,Founding Rain of Stars,創始の星の雨,星雨创始,별의 창립 비,Основатель Дождя звезд,Gründungsregen der Sterne,Pluie d'étoiles fondatrice,Lluvia de Estrellas Fundacional,Chuva de Estrelas Fundadora
53162,Shattering Crystal,シャタリング・クリスタル,破碎水晶,부서지는 수정,Разрушающийся кристалл,Zerbrechender Kristall,Cristal brisé,Cristal destrozado,Cristal Quebrando
53163,Crystal Release,クリスタルリリース,水晶释放,크리스탈 출시,Стихия Кристалла,Kristallfreisetzung,Libération de cristaux,Liberación de cristal,Liberação de Cristal
53180,Inescapable Frenzy,逃れられない熱狂,不可避免的疯狂,피할 수 없는 광란,Неизбежное безумие,Unausweichliche Raserei,Frénésie incontournable,Frenesí ineludible,Frenesi Inescapável
53181,Unendurable Frenzy v1.0,耐えられない狂乱 v1.0,难以忍受的疯狂 v1.0,견딜 수 없는 광란 v1.0,Нестерпимое безумие v1.0,Unerträgliche Raserei v1.0,Frénésie insupportable v1.0,Frenesí insoportable v1.0,Frenesi Insuportável v1.0
53182,Unendurable Frenzy v2.0,耐えられない狂乱 v2.0,难以忍受的疯狂 v2.0,견딜 수 없는 프렌지 v2.0,Невыносимое безумие v2.0,Unerträgliche Raserei v2.0,Frénésie insupportable v2.0,Frenesí insoportable v2.0,Frenesi Insuportável v2.0
53183,Howl of Shabriri v2.0,シャブリリの遠吠え v2.0,沙布里里的嚎叫 v2.0,샤브리리의 하울 v2.0,Вой Шабрири v2.0,Heulen von Shabriri v2.0,Hurlement de Shabriri v2.0,Aullido de Shabriri v2.0,Uivo de Shabriri v2.0
53190,Litany of Proper Death,適切な死の連祷,适当的死亡连篇,적절한 죽음의 기도문,Литания о надлежащей смерти,Litanei vom richtigen Tod,Litanie de la mort propre,Letanía de la muerte adecuada,Ladainha da Morte Própria
53191,Beast Claw,ビーストクロー,兽爪,짐승의 발톱,Коготь зверя,Bestienklaue,Griffe de bête,Garra de Bestia,Garra da Besta
53192,Discus of Light,光のディスカス,光之铁饼,빛의 원반,Дискус Света,Diskus des Lichts,Discus de Lumière,Disco de luz,Disco de Luz
53210,Wrath of Gold,ゴールドの怒り,黄金之怒,금의 분노,Гнев золота,Zorn aus Gold,La colère de l'or,Ira de oro,Ira de Ouro
53240,Comet,彗星,彗星,혜성,Комета,Komet,Comète,Cometa,Cometa
53241,Comet Azur,アズール彗星,蔚蓝彗星,아주르 혜성,Комета Азур,Komet Azur,Comète Azur,Cometa Azur,Cometa Azur
53242,Carian Phalanx,カリアン・ファランクス,卡里安方阵,카리안 지골,Карийская фаланга,Karische Phalanx,Phalange carienne,Falange caria,Falange Cariana
53243,Black Flame Ritual,黒炎の儀式,黑炎仪式,검은 불꽃 의식,Ритуал Черного Пламени,Ritual der schwarzen Flamme,Rituel de la Flamme Noire,Ritual de la Llama Negra,Ritual da Chama Negra
53244,Triple Rings of Light,三重の光の輪,三重光环,삼중 빛의 고리,Тройные кольца света,Dreifache Ringe des Lichts,Triples anneaux de lumière,Anillos triples de luz,Anéis Triplos de Luz
53245,Law of Causality,因果律,因果律,인과의 법칙,Закон причинности,Gesetz der Kausalität,Loi de causalité,Ley de causalidad,Lei da Causalidade
53246,Rykards Rancor,ライカーズのランコア,里卡兹怨恨,리카르즈 랜코르,Райкардс Ранкор,Rykards Rancor,Rancœur de Rykard,Rykards Rancor,Rancor de Rykard
53247,BloodBoon,ブラッドブーン,血之恩赐,블러드분,КровьБун,BloodBoon,Boon de sang,bendición de sangre,Sangue Boon
53248,Scarlet Aeonia,スカーレットアエオニア,猩红埃奥尼亚,스칼렛 에오니아,Алая Эония,Scharlachrote Aeonia,Aeonia écarlate,Aeonia escarlata,Eonia Escarlate
53250,GlintStone Pebble,グリントストーンの小石,闪光石卵石,글린트스톤 조약돌,Блестящий Камень Галька,GlintStone-Kiesel,Galet de pierre scintillante,Guijarro de piedra brillante,Seixo GlintStone
53251,Magic Downpour,魔法の土砂降り,魔法倾盆大雨,마법의 호우,Волшебный ливень,Magischer Regenguss,Averse magique,Aguacero mágico,Chuva Mágica
53252,Scholars Armament,学者の武装,学者装备,학자들의 군비,Ученые Вооружение,Bewaffnung der Gelehrten,Armement des érudits,Armamento de eruditos,Armamento Estudioso
53260,Protection of The Erdtree,アードツリーの保護,保护大树,Erdtree의 보호,Защита Эрдтри,Schutz des Erdbaums,Protection de l'Erdtree,Protección del Erdtree,Proteção do Erdtree
53261,Golden Vow,黄金の誓い,金誓,황금 서약,Золотой обет,Goldenes Gelübde,Vœu d'or,Voto de oro,Voto Dourado
53270,Agheels Flame,アギールズの炎,阿盖尔斯火焰,아힐스 불꽃,Агилс Пламя,Agheels Flamme,Flamme d'Agheels,Llama de Agheels,Chama de Agheels
53271,Greyolls Roar,グレイオールの咆哮,格雷尔咆哮,그레이올스 포효,Рев Грейоллов,Greyolls Gebrüll,Rugissement des Greyolls,Rugido de Greyoll,Rugido de Greyoll
53290,Rancorcall,ランコーコール,兰考尔,랜코콜,Злоба,Rancorcall,Appel de rancœur,Rancorllamada,Rancorcall
53291,Fias Mist,フィアスミスト,菲亚斯之雾,피아스 미스트,Фиас Туман,Fias-Nebel,Brume Fias,Niebla de Fias,Névoa de Fias
53330,Great Glintstone Shard,グレートグリントストーンの破片,巨大的闪石碎片,거대한 글린스톤 파편,Большой блестящий осколок,Großer Glitzersteinsplitter,Grand éclat de pierre scintillante,Gran fragmento de piedra centelleante,Grande Fragmento de Glintstone
53350,Triple Rings of Light,三重の光の輪,三重光环,삼중 빛의 고리,Тройные кольца света,Dreifache Ringe des Lichts,Triples anneaux de lumière,Anillos triples de luz,Anéis Triplos de Luz
53390,Collapsing Stars,崩壊する星,坍缩的星星,무너지는 별들,Коллапсирующие звезды,Zusammenbrechende Sterne,Étoiles qui s'effondrent,Estrellas colapsando,Estrelas em colapso
53510,Heal,癒す,愈合,치유하다,Лечить,Heilen,Guérir,Sanar,Curar
53520,Lorettas Mastery,ロレッタスマスタリー,洛雷塔精通,로레타스 마스터리,Лореттас Мастери,Lorettas Meisterschaft,Maîtrise de Loretta,Maestría de Loretta,Maestria de Loreta
53521,Lorettas Greatbow,ロレッタス・グレートボウ,洛雷塔斯巨弓,로레타스 대궁,Большой лук Лоретты,Lorettas Großbogen,Grand arc de Loretta,Gran arco de Lorett,Arco Grande de Loreta
53522,GreatBlade Phalanx,グレートブレード ファランクス,巨刃方阵,GreatBlade 지골,Фаланга Великого Клинка,Großklingen-Phalanx,Phalange de la Grande Lame,Falange de la Gran Espada,Falange da Grande Lâmina
53523,Magic Downpour,魔法の土砂降り,魔法倾盆大雨,마법의 호우,Волшебный ливень,Magischer Regenguss,Averse magique,Aguacero mágico,Chuva Mágica
53524,Carian Slicer,カリアンスライサー,卡里安切片机,카리안 슬라이서,Карианский слайсер,Karischer Slicer,Trancheuse carienne,Rebanador cariano,Fatiador Cariano
53560,O flame,おお、炎よ,哦火焰,오 불꽃이여,О пламя,O Flamme,Ô flamme,Oh llama,Ó chama
53561,Flame of The Fell God,堕神の炎,堕落之神的火焰,타락한 신의 불꽃,Пламя Павшего Бога,Flamme des gefallenen Gottes,Flamme du Dieu déchu,Llama del dios caído,Chama do Deus Caído
53590,Carian Greatsword,カリアンの大剣,卡里安巨剑,카리안 대검,Карийский большой меч,Karisches Großschwert,Espadon carien,Gran espada cariana,Espada Grande Carian
53610,Carian Slicer,カリアンスライサー,卡里安切片机,카리안 슬라이서,Карианский слайсер,Karischer Slicer,Trancheuse carienne,Rebanador cariano,Fatiador Cariano
53630,Great Heal,グレートヒール,伟大的治愈,그레이트 힐,Великое исцеление,Große Heilung,Grande guérison,Gran curación,Grande cura
53720,Poison Mist,ポイズンミスト,毒雾,포이즌 미스트,Ядовитый туман,Giftiger Nebel,Brume empoisonnée,Niebla venenosa,Névoa Venenosa
53750,GlintBlade Phalanx,グリントブレードファランクス,闪刃方阵,글린트블레이드 지골,БлескКлинковая Фаланга,GlintBlade Phalanx,Phalange de lame scintillante,Falange de hoja brillante,Falange GlintBlade
53751,Magic GlintBlade,マジックグリントブレード,魔法闪光之刃,매직 글린트블레이드,Волшебный БлескЛезвие,Magische GlintBlade,Lame scintillante magique,Hoja De Destello Mágico,Lâmina Cintilante Mágica
53760,Swarm of Flies v2.0,ハエの群れ v2.0,苍蝇群 v2.0,파리 떼 v2.0,Рой мух v2.0,Fliegenschwarm v2.0,Essaim de mouches v2.0,Enjambre de moscas v2.0,Enxame de Moscas v2.0
53770,Great GlintStone Shard,グレート グリントストーンの破片,巨大的闪光石碎片,그레이트 글린트스톤 파편,Большой осколок блестящего камня,Großer GlintStone-Splitter,Grand éclat de pierre scintillante,Gran fragmento de piedra brillante,Grande fragmento de GlintStone
53800,Stars of Ruin,破滅の星,毁灭之星,파멸의 별,Звезды разрушения,Sterne des Untergangs,Étoiles de la ruine,Estrellas de la ruina,Estrelas da Ruína
53801,Ambush Shard,待ち伏せシャード,伏击碎片,매복 파편,Осколок засады,Hinterhaltsplitter,Éclat d'embuscade,Fragmento de emboscada,Fragmento de Emboscada
53802,Night Comet,夜の彗星,夜间彗星,밤혜성,Ночная комета,Nachtkomet,Comète nocturne,cometa nocturno,Cometa da Noite
53803,Ambush Shard,待ち伏せシャード,伏击碎片,매복 파편,Осколок засады,Hinterhaltsplitter,Éclat d'embuscade,Fragmento de emboscada,Fragmento de Emboscada
53804,Night Comet,夜の彗星,夜间彗星,밤혜성,Ночная комета,Nachtkomet,Comète nocturne,cometa nocturno,Cometa da Noite
53805,Catch Flame,炎をキャッチ,捕捉火焰,불꽃을 잡아라,Поймать пламя,Flamme fangen,Attraper la flamme,Atrapar la llama,Pegar Chama
53820,Burn O flame,燃えよ炎,燃烧O火焰,오 불꽃을 태워라,Гори о пламя,"Brenne, o Flamme",Brûle ô flamme,"Quema, oh llama",Queime Ó chama
53821,Surge O flame,サージ・オ・フレイム,浪涌O火焰,서지 오 불꽃,Всплеск О пламя,"Woge, o Flamme",Surge Ô flamme,Oleada o llama,Surto Ó chama
53822,Whirl O flame,渦巻く炎,旋转火焰啊,소용돌이 오 불꽃,Вихрь о пламя,"Wirbel, oh Flamme",Tourbillonne ô flamme,Gira oh llama,Girar Ó chama
53830,GlintStone Icecrag,グリントストーンの氷岩,闪石冰壁,글린트스톤 아이스크래그,Ледяная скала Блестящего камня,GlintStone-Eisfelsen,Glace de pierre scintillante,GlintStone Icecrag,Gelo GlintStone
53850,Freezing Mist,フリージングミスト,冰冻薄雾,얼어붙는 안개,Ледяной туман,Gefrierender Nebel,Brume glaciale,Niebla helada,Névoa Congelante
53851,Briars of Sin,罪の茨,罪恶荆棘,죄악의 장신구,Шипы Греха,Dornen der Sünde,Briars du péché,Zarzas del pecado,Briars do Pecado
53852,Bloodflame Talons,ブラッドフレイムの爪,血焰利爪,핏불길 발톱,Когти кровавого пламени,Blutflammenkrallen,Serres de flammes sanglantes,Garras de llamas de sangre,Garras de Chama Sangrenta
53860,Swarm of Flies v3.0,ハエの群れ v3.0,苍蝇群 v3.0,파리 떼 v3.0,Рой мух v3.0,Fliegenschwarm v3.0,Essaim de mouches v3.0,Enjambre de moscas v3.0,Enxame de Moscas v3.0
53861,Pest Threads,害虫のスレッド,害虫线程,해충 스레드,Вредители темы,Schädlingsfäden,Sujets antiparasitaires,Hilos de plagas,Tópicos de pragas
53900,Bestial Sling,獣のスリング,野兽吊带,야수 슬링,Звериная праща,Bestialische Schlinge,Fronde bestiale,Honda bestial,Funda Bestial
53910,Beast Claw,ビーストクロー,兽爪,짐승의 발톱,Коготь зверя,Bestienklaue,Griffe de bête,Garra de Bestia,Garra da Besta
53911,Beast Claw,ビーストクロー,兽爪,짐승의 발톱,Коготь зверя,Bestienklaue,Griffe de bête,Garra de Bestia,Garra da Besta
53912,Gurranqs Beast Claw,グランクスの獣の爪,古兰克斯兽爪,구랑크의 짐승 발톱,Коготь зверя Гурранка,Gurranqs Bestienklaue,Griffe de bête Gurranqs,Garra de Bestia Gurranqs,Garra da Besta de Gurranq
2004300,Miriams Vanishing,ミリアムの消滅,米里亚姆斯消失,미리엄스 배니싱,Мириамс исчезает,Miriams Verschwinden,Miriam disparaît,Miriams desapareciendo,O desaparecimento de Miriam
2004310,Glintblade Trio,グリントブレード トリオ,闪光之刃三重奏,글린트블레이드 트리오,Трио Блестящих Клинок,Glintblade Trio,Trio de Lames scintillantes,Trío de hoja centelleante,Trio de Lâminas Cintilantes
2004320,Rellanas Twin Moons,レラナスツインムーンズ,雷拉纳斯双月,렐라나스 트윈 문스,Луны-близнецы Релланаса,Rellanas Zwillingsmonde,Lunes jumelles de Rellana,Lunas Gemelas de Rellanas,Luas Gêmeas Rellanas
2004500,Glintstone Nail,グリントストーンネイル,闪石钉,글린스톤 네일,Гвоздь с блестящим камнем,Glintstone-Nagel,Clou de pierre scintillante,Clavo de piedra brillante,Prego de Pedra Cintilante
2004510,Glintstone Nails,グリントストーンネイル,闪光石指甲,글린스톤 네일,Блестящие Ногти,Glintstone-Nägel,Ongles en pierre scintillante,Uñas De Piedra Brillante,Unhas Glintstone
2004700,Blades of Stone,石の刃,石之刃,돌의 칼날,Каменные клинки,Klingen aus Stein,Lames de pierre,Hojas de piedra,Lâminas de Pedra
2004710,Gravitational Missile,重力ミサイル,引力导弹,중력 미사일,Гравитационная ракета,Gravitationsrakete,Missile gravitationnel,Misil gravitacional,Míssil Gravitacional
2004900,Mantle of Thorns,いばらのマントル,荆棘斗篷,가시의 어깨덧옷,Терновая мантия,Mantel aus Dornen,Manteau d'épines,Manto de espinas,Manto de Espinhos
2004910,Impenetrable Thorns,貫けない棘,坚不可摧的荆棘,뚫을 수 없는 가시,Непробиваемые шипы,Undurchdringliche Dornen,Épines impénétrables,Espinas impenetrables,Espinhos Impenetráveis
2005000,Rings of Spectral Light,スペクトル光のリング,光谱光环,스펙트럼 빛의 반지,Кольца спектрального света,Ringe aus spektralem Licht,Anneaux de lumière spectrale,Anillos de luz espectral,Anéis de Luz Espectral
2006200,Vortex of Putrescence,腐敗の渦,腐烂漩涡,부패의 소용돌이,Вихрь гниения,Wirbel der Fäulnis,Vortex de putrescence,Vórtice de putrescencia,Vórtice de Putrescência
2006210,Mass of Putrescence,腐敗の塊,大量腐烂,부패의 덩어리,Масса гниения,Masse der Fäulnis,Masse de putrescence,Masa de putrescencia,Missa de Putrescência
2006300,Furious Blade of Ansbach,アンスバッハの激烈な刃,安斯巴赫的狂怒之刃,안스바흐의 분노의 검,Яростный клинок Ансбаха,Wütende Klinge von Ansbach,Lame furieuse d'Ansbach,Hoja furiosa de Ansbach,Lâmina Furiosa de Ansbach
2006400,Heal From Afar,遠くから治す,远方治愈,멀리서 치유하다,Исцеление издалека,Aus der Ferne heilen,Guérir de loin,sanar desde lejos,Curar de longe
2006650,Aspects of The Crucible: Thorns,るつぼの側面: とげ,坩埚方面：荆棘,도가니의 측면: 가시,Аспекты Горнила: Шипы,Aspekte von The Crucible: Thorns,Aspects du Creuset : Épines,Aspectos del Crisol: Espinas,Aspectos do Crisol: Espinhos
2006660,Aspects of The Crucible: Bloom,るつぼの側面: ブルーム,坩埚方面：绽放,도가니: 꽃의 측면,Аспекты Горнила: Блум,Aspekte von The Crucible: Bloom,Aspects du Creuset : Bloom,Aspectos de The Crucible: Bloom,Aspectos do Crisol: Bloom
2006670,Minor ErdTree,マイナー Erd ツリー,小Erd树,마이너 ErdTree,Минор ЭрдТри,Kleiner ErdBaum,Arbre Erd mineur,Árbol Erd menor,Árvore Erd Menor
2006680,Land of Shadow,影の国,暗影之地,그림자의 땅,Земля теней,Land des Schattens,Terre de l'Ombre,Tierra de sombras,Terra das Sombras
2006690,Wrath From Afar,遠くからの怒り,远方的愤怒,멀리서 오는 분노,Гнев издалека,Zorn aus der Ferne,Colère venue de loin,Ira desde lejos,Ira de longe
2006700,Light of Miquella,ミケラの光,米盖拉之光,미켈라의 빛,Свет Микеллы,Licht von Miquella,Lumière de Miquella,Luz de Miquella,Luz de Miquela
2006710,MultiLayered Rings of Light,多層の光の輪,多层光环,다층의 빛의 고리,Многослойные кольца света,Mehrschichtige Lichtringe,Anneaux de lumière multicouches,Anillos de luz multicapa,Anéis de Luz Multicamadas
2006800,Roar of Rugalea,ルガレアの咆哮,鲁加利亚的咆哮,루갈레아의 포효,Рев Ругалеи,Brüllen von Rugalea,Rugissement de Rugalea,Rugido de Rugalea,Rugido de Rugalea
2006900,Knigths Lightning Spear,ナイツのライトニングスピア,骑士闪电矛,나이츠 라이트닝 스피어,Рыцарское копье молний,Knights Blitzspeer,Lance éclair des chevaliers,Lanza relámpago de los Caballeros,Lança Relâmpago dos Cavaleiros
2006910,DragonBolt of Florrisax,フロリザックスのドラゴンボルト,弗洛里萨克斯的龙箭,플로리삭스의 드래곤볼트,ДраконСтрела Флоррисакса,DragonBolt von Florrisax,DragonBolt de Florrisax,DragonBolt de Florrisax,DragonBolt de Florrisax
2006920,ElectroCharge,エレクトロチャージ,电充电,전기 충전,Электрозаряд,Elektroladung,ÉlectroCharge,Electrocarga,Eletrocarga
2007000,Bayles Tyranny,ベイルズの専制政治,贝勒斯暴政,베일즈 폭정,Бэйлс Тирания,Bayles Tyrannei,Tyrannie de Bayles,Tiranía de Bayles,Tirania de Bayles
2007010,Bayles Flame Lightning,ベイルズ・フレイム・ライトニング,贝勒斯火焰闪电,베일즈 화염 번개,Бэйлс Пламенная Молния,Bayles Flammenblitz,Éclair de flamme de Bayles,Rayo de llama de Bayles,Bayles Chama Relâmpago
2007020,GhostFlame Breath,ゴーストフレイムブレス,鬼焰吐息,유령불꽃 숨결,ПризракПламенное Дыхание,Geisterflammen-Atem,Souffle de flamme fantôme,Aliento de llama fantasma,Respiração Fantasma Flamejante
2007200,Rotten ButterFlies,腐った蝶ハエ,腐烂的蝴蝶,썩은 버터파리,Гнилые БабочкиМухи,Faule Schmetterlinge,Papillons pourris,Mariposas podridas,Borboletas podres
2007210,Pest-Thread Spears,ペストスレッドスピア,害虫线矛,해충용 창,Копья из нитей вредителей,Schädlingsfadenspeere,Lances à fil antiparasitaire,Lanzas de hilo de plagas,Lanças de fios de pragas
2007300,Midras Flame of Frenzy,ミドラス狂乱の炎,米德拉斯狂怒之火,미드라스 광란의 불꽃,Мидрас Пламя безумия,Midras Flamme der Raserei,Flamme de frénésie de Midras,Llama del frenesí de Midras,Midras Chama do Frenesi
2007410,Fleeting Microcosm,儚い小宇宙,转瞬即逝的缩影,덧없는 소우주,Мимолетный микрокосм,Flüchtiger Mikrokosmos,Microcosme éphémère,Microcosmos fugaz,Microcosmo Fugaz
2007420,Cherishing Fingers,指を大切に,珍惜手指,소중한 손가락,Заботливые пальцы,Wertvolle Finger,Chérir les doigts,Apreciando los dedos,Apreciando os Dedos
2007600,Watchful Spirit,見守る精神,警醒的精神,깨어 있는 정신,Бдительный дух,Wachsamer Geist,Esprit vigilant,Espíritu vigilante,Espírito Vigilante
2007700,Golden Arcs,ゴールデンアーク,金色弧线,골든 아크,Золотые Дуги,Goldene Bögen,Arcs d'or,Arcos Dorados,Arcos Dourados
2007710,Giant Golden Arc,巨大な黄金の弧,巨型金弧,거대한 황금 아크,Гигантская Золотая Арка,Riesiger goldener Bogen,Arc doré géant,Arco dorado gigante,Arco Dourado Gigante
2007720,Spira,スピラ,斯皮拉,스피라,Спира,Spira,Spire,Espira,Espiral
2007730,Divine Beast Tornado,神獣トルネード,神兽龙卷,디바인비스트 토네이도,Божественный зверь Торнадо,Tornado der göttlichen Bestie,Tornade de bête divine,Tornado de la Bestia Divina,Tornado da Besta Divina
2007740,Divine Bird Feathers,神鳥の羽,神鸟羽毛,신성한 새 깃털,Божественные птичьи перья,Göttliche Vogelfedern,Plumes d'oiseaux divins,Plumas de pájaro divinas,Penas Divinas de Pássaro
2007800,Fire Serpent,ファイアーサーペント,火蛇,불뱀,Огненный Змей,Feuerschlange,Serpent de Feu,serpiente de fuego,Serpente de Fogo
2007810,Rain of Fire,火の雨,火雨,불의 비,Огненный дождь,Feuerregen,Pluie de feu,lluvia de fuego,Chuva de Fogo
2007820,Messmers Orb,メスマーズオーブ,梅斯梅尔宝珠,메스머스 오브,Сфера Мессмерса,Messmers-Kugel,Orbe des Messmers,Orbe de messmers,Orbe dos Messmers
2050000,Dragon Claw,ドラゴンクロー,龙爪,용의 발톱,Драконий коготь,Drachenklaue,Griffe de dragon,Garra de dragón,Garra de dragão
2050001,Grayolls Roar,グレイオールの咆哮,灰人咆哮,그레이올스 포효,Рев Грейолла,Grayolls Gebrüll,Rugissement des Grayolls,Rugido de Grayoll,Rugido de Grayoll
2050010,DragonBolt Claw,ドラゴンボルトクロー,龙箭爪,드래곤볼트 클로,Драконий Коготь Болта,DragonBolt-Klaue,Griffe de Trait de Dragon,Garra de rayo de dragón,Garra DragonBolt
2050011,DragonBolt of Florrisax,フロリザックスのドラゴンボルト,弗洛里萨克斯的龙箭,플로리삭스의 드래곤볼트,ДраконСтрела Флоррисакса,DragonBolt von Florrisax,DragonBolt de Florrisax,DragonBolt de Florrisax,DragonBolt de Florrisax
2050020,Magma Breath of Theodorix,セオドリクスのマグマブレス,狄奥多里克斯的岩浆之息,테오도릭스의 마그마 숨결,Магматическое дыхание Теодорикса,Magma-Atem von Theodorix,Souffle magmatique de Théodorix,Aliento de magma de Theodorix,Sopro de Magma de Teodorix
2050021,DragonMaw,ドラゴンマウ,龙喉,드래곤아귀,Драконья пасть,Drachenschlund,Gueule de Dragon,dragónmaw,DragonMaw
