ID,English,Japanese,Chinese,German,Spanish,Russian,Korean,Arabic
8500000,Putrescence Cleaver,泥濘の大鉈,融泥大柴刀,Fäulnisbeil,Cuchilla de putrescencia,Тесак из гнили,수렁의 큰 나대,ﺳﺎﻁﻭر اﻟﻌﻔﻥ
8510000,Freyja's Greatsword,フレイヤの大剣,弗蕾亚的大剑,Freyjas Großschwert,Espadón de Freyja,Двуручник Фрейи,프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ
8510100,Freyja's Heavy Greatsword,重厚なフレイヤ大剣,厚重弗蕾亚的大剑,Freyjas schweres Großschwert,Espadón de Freyja pesado,Тяжёлый двуручник Фрейи,중후한 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﺛﻘﻳﻝ
8510200,Freyja's Keen Greatsword,鋭利なフレイヤ大剣,锋利弗蕾亚的大剑,Freyjas solides Großschwert,Espadón de Freyja afilado,Острый двуручник Фрейи,예리한 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﺑﺎﺗﺭ
8510300,Freyja's Quality Greatsword,上質なフレイヤ大剣,优质弗蕾亚的大剑,Freyjas wertiges Großschwert,Espadón de Freyja de calidad,Качественный двуручник Фрейи,상질의 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﻣﻣﻳﺯ
8510400,Freyja's Fire Greatsword,炎のフレイヤ大剣,火焰弗蕾亚的大剑,Freyjas feuriges Großschwert,Espadón de Freyja de fuego,Огненный двуручник Фрейи,화염의 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﻧﺎري
8510500,Freyja's Flame Art Greatsword,炎術のフレイヤ大剣,焰术弗蕾亚的大剑,Freyjas flammendes Großschwert,Espadón de Freyja de arte de llama,Пылающий двуручник Фрейи,화염술의 프레이야의 대검,ﺳﻳﻑ أﺳﻠﻭب اﻟﻠﻬﺏ اﻟﻌﻅﻳﻡ ﻟﻔﺭﻳﺎ
8510600,Freyja's Lightning Greatsword,雷のフレイヤ大剣,雷电弗蕾亚的大剑,Freyjas blitzendes Großschwert,Espadón de Freyja de rayo,Громовой двуручник Фрейи,벼락의 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﺑﺭﻗﻲ
8510700,Freyja's Sacred Greatsword,神聖なフレイヤ大剣,神圣弗蕾亚的大剑,Freyjas heiliges Großschwert,Espadón de Freyja sagrado,Священный двуручник Фрейи,신성한 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﻣﻘﺩس
8510800,Freyja's Magic Greatsword,魔力のフレイヤ大剣,魔力弗蕾亚的大剑,Freyjas magisches Großschwert,Espadón de Freyja mágico,Зачарованный двуручник Фрейи,마력의 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﺳﺣﺭي
8510900,Freyja's Cold Greatsword,冷たいフレイヤ大剣,寒冷弗蕾亚的大剑,Freyjas eisiges Großschwert,Espadón de Freyja frío,Морозный двуручник Фрейи,차가운 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﺑﺎرد
8511000,Freyja's Poison Greatsword,毒のフレイヤ大剣,毒弗蕾亚的大剑,Freyjas giftiges Großschwert,Espadón de Freyja venenoso,Отравленный двуручник Фрейи,독의 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﺳﺎم
8511100,Freyja's Blood Greatsword,血のフレイヤ大剣,血弗蕾亚的大剑,Freyjas blutiges Großschwert,Espadón de Freyja de sangre,Кровавый двуручник Фрейи,피의 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﺩﻣﻭي
8511200,Freyja's Occult Greatsword,神秘のフレイヤ大剣,神秘弗蕾亚的大剑,Freyjas okkultes Großschwert,Espadón de Freyja oculto,Оккультный двуручник Фрейи,신비의 프레이야의 대검,ﺳﻳﻑ ﻓﺭﻳﺎ اﻟﻌﻅﻳﻡ اﻟﻐﺎﻣﺽ
8520000,Horned Warrior's Greatsword,角の戦士の大曲剣,角战士大曲剑,Großschwert des Hornkriegers,Espadón de guerrero con cuernos,Двуручник рогатого воина,뿔 전사의 대곡검,اﻟﺳﻳﻑ اﻟﻌﻅﻳﻡ ﻟﻠﻣﺣﺎرب ذي اﻟﻘﺭن
9500000,Sword of Night,夜の刃,黑夜刀,Schwert der Nacht,Espada de la Noche,Меч ночи,밤의 칼날,ﺳﻳﻑ اﻟﻠﻳﻝ
10500000,Euporia,エウポリア,艾珀莉亚,Euphorie,Euporia,Эйфория,에우포리에,اﻟﻧﺷﻭة
10510000,Black Steel Twinblade,黒鉄の両刃剣,黑铁双头剑,Schwarze Stahldoppelklinge,Hojas gemelas de acero negro,Парный клинок из чёрной стали,흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ
10510100,Heavy Black Steel Twinblade,重厚な黒鉄両刃剣,厚重黑铁双头剑,Schwere schwarze Stahldoppelklinge,Hojas gemelas de acero negro pesadas,Тяжёлый парный клинок из чёрной стали,중후한 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﺛﻘﻳﻝ
10510200,Keen Black Steel Twinblade,鋭利な黒鉄両刃剣,锋利黑铁双头剑,Solide schwarze Stahldoppelklinge,Hojas gemelas de acero negro afiladas,Острый парный клинок из чёрной стали,예리한 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﺑﺎﺗﺭ
10510300,Quality Black Steel Twinblade,上質な黒鉄両刃剣,优质黑铁双头剑,Wertige schwarze Stahldoppelklinge,Hojas gemelas de acero negro de calidad,Качест. парный клинок из чёрной стали,상질의 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﻣﻣﻳﺯ
10510400,Fire Black Steel Twinblade,炎の黒鉄両刃剣,火焰黑铁双头剑,Feurige schwarze Stahldoppelklinge,Hojas gemelas de acero negro de fuego,Огненный парный клинок из чёрной стали,화염의 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﻧﺎري
10510500,Flame Art Black Steel Twinblade,炎術の黒鉄両刃剣,焰术黑铁双头剑,Flammende schwarze Stahldoppelklinge,Hojas gemelas de acero negro de arte de llama,Пылающий парный клинок из чёрной стали,화염술의 흑철 쌍날검,ﻧﺻﻝ ﻟﻬﺏ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ
10510600,Lightning Black Steel Twinblade,雷の黒鉄両刃剣,雷电黑铁双头剑,Blitzende schwarze Stahldoppelklinge,Hojas gemelas de acero negro de rayo,Громовой парный клинок из чёрной стали,벼락의 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﺑﺭﻗﻲ
10510700,Sacred Black Steel Twinblade,神聖な黒鉄両刃剣,神圣黑铁双头剑,Heilige schwarze Stahldoppelklinge,Hojas gemelas de acero negro sagradas,Священ. парный клинок из чёрной стали,신성한 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﻣﻘﺩس
10510800,Magic Black Steel Twinblade,魔力の黒鉄両刃剣,魔力黑铁双头剑,Magische schwarze Stahldoppelklinge,Hojas gemelas de acero negro mágicas,Зачаров. парный клинок из чёрной стали,마력의 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﺳﺣﺭي
10510900,Cold Black Steel Twinblade,冷たい黒鉄両刃剣,寒冷黑铁双头剑,Eisige schwarze Stahldoppelklinge,Hojas gemelas de acero negro frías,Морозный парный клинок из чёрной стали,차가운 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﺑﺎرد
10511000,Poison Black Steel Twinblade,毒の黒鉄両刃剣,毒黑铁双头剑,Giftige schwarze Stahldoppelklinge,Hojas gemelas de acero negro venenosas,Отравл. парный клинок из чёрной стали,독의 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﺳﺎم
10511100,Blood Black Steel Twinblade,血の黒鉄両刃剣,血黑铁双头剑,Blutige schwarze Stahldoppelklinge,Hojas gemelas de acero negro de sangre,Кров. парный клинок из чёрной стали,피의 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﺩﻣﻭي
10511200,Occult Black Steel Twinblade,神秘の黒鉄両刃剣,神秘黑铁双头剑,Okkulte schwarze Stahldoppelklinge,Hojas gemelas de acero negro ocultas,Оккульт. парный клинок из чёрной стали,신비의 흑철 쌍날검,ﻧﺻﻝ اﻟﻔﻭﻻذ اﻷﺳﻭد ذو اﻟﺣﺩﻳﻥ اﻟﻐﺎﻣﺽ
11500000,Flowerstone Gavel,花岩の槌,花岩槌,Blumenstein-Hammer,Mazo de piedra floral,Каменный молот-цветок,꽃바위 망치,ﻣﻁﺭﻗﺔ اﻟﺯﻫﺭة اﻟﺣﺟﺭﻳﺔ
12500000,Smithscript Greathammer,流紋の大槌,流纹大槌,Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja,Большой молот с письменами,유문의 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ
12500100,Heavy Smithscript Greathammer,重厚な流紋大槌,厚重流纹大槌,Schwerer Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja pesado,Тяжёлый большой молот с письменами,중후한 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ اﻟﺛﻘﻳﻠﺔ
12500200,Keen Smithscript Greathammer,鋭利な流紋大槌,锋利流纹大槌,Solider Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja afilado,Острый большой молот с письменами,예리한 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ اﻟﺑﺎﺗﺭة
12500300,Quality Smithscript Greathammer,上質な流紋大槌,优质流纹大槌,Wertiger Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja de calidad,Качественный большой молот с письменами,상질의 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ اﻟﻣﻣﻳﺯة
12500400,Fire Smithscript Greathammer,炎の流紋大槌,火焰流纹大槌,Feuriger Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja de fuego,Огненный большой молот с письменами,화염의 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ اﻟﻧﺎرﻳﺔ
12500500,Flame Art Smithscript Greathammer,炎術の流紋大槌,焰术流纹大槌,Flammender Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja de arte de llama,Пылающий большой молот с письменами,화염술의 유문 대형 망치,ﻣﻁﺭﻗﺔ أﺳﻠﻭب ﻟﻬﺏ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ
12500600,Lightning Smithscript Greathammer,雷の流紋大槌,雷电流纹大槌,Blitzender Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja de rayo,Громовой большой молот с письменами,벼락의 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﺑﺭﻗﻳﺔ اﻟﻌﻅﻳﻣﺔ
12500700,Sacred Smithscript Greathammer,神聖な流紋大槌,神圣流纹大槌,Heiliger Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja sagrado,Священный большой молот с письменами,신성한 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ اﻟﻣﻘﺩﺳﺔ
12500800,Magic Smithscript Greathammer,魔力の流紋大槌,魔力流纹大槌,Magischer Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja mágico,Зачарован. большой молот с письменами,마력의 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ اﻟﺳﺣﺭﻳﺔ
12500900,Cold Smithscript Greathammer,冷たい流紋大槌,寒冷流纹大槌,Eisiger Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja frío,Морозный большой молот с письменами,차가운 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ اﻟﺑﺎردة
12501000,Poison Smithscript Greathammer,毒の流紋大槌,毒流纹大槌,Giftiger Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja venenoso,Отравленный большой молот с письменами,독의 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ اﻟﺳﺎﻣﺔ
12501100,Blood Smithscript Greathammer,血の流紋大槌,血流纹大槌,Blutiger Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja de sangre,Кровавый большой молот с письменами,피의 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ اﻟﺩﻣﻭﻳﺔ
12501200,Occult Smithscript Greathammer,神秘の流紋大槌,神秘流纹大槌,Okkulter Schmiedeschrift-Großhammer,Gran martillo con caligrafía de forja oculto,Оккультный большой молот с письменами,신비의 유문 대형 망치,ﻣﻁﺭﻗﺔ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻌﻅﻳﻣﺔ اﻟﻐﺎﻣﺿﺔ
12510000,Anvil Hammer,鍛冶床ハンマー,铁砧大锤,Ambosshammer,Martillo de yunque,Молот-наковальня,모루 해머,ﻣﻁﺭﻗﺔ اﻟﺳﻧﺩان
12520000,Black Steel Greathammer,黒鉄の大槌,黑铁大锤,Schwarzer Stahlgroßhammer,Gran martillo de acero negro,Большой молот из чёрной стали,흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ
12520100,Heavy Black Steel Greathammer,重厚な黒鉄大槌,厚重黑铁大锤,Schwerer schwarzer Stahlgroßhammer,Gran martillo de acero negro pesado,Тяжёлый большой молот из чёрной стали,중후한 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﺛﻘﻳﻠﺔ
12520200,Keen Black Steel Greathammer,鋭利な黒鉄大槌,锋利黑铁大锤,Solider schwarzer Stahlgroßhammer,Gran martillo de acero negro afilado,Острый большой молот из чёрной стали,예리한 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﺑﺎﺗﺭة
12520300,Quality Black Steel Greathammer,上質な黒鉄大槌,优质黑铁大锤,Wertiger schwarzer Stahlgroßhammer,Gran martillo de acero negro de calidad,Качест. большой молот из чёрной стали,상질의 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﻣﻣﻳﺯة
12520400,Fire Black Steel Greathammer,炎の黒鉄大槌,火焰黑铁大锤,Feuriger schwarzer Stahlgroßhammer,Gran martillo de acero negro de fuego,Огненный большой молот из чёрной стали,화염의 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﻧﺎرﻳﺔ
12520500,Flame Art Black Steel Greathammer,炎術の黒鉄大槌,焰术黑铁大锤,Flammender schwarzer Stahlgroßhammer,Gran martillo de acero negro de arte de llama,Пылающий большой молот из чёрной стали,화염술의 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﻠﻬﺑﻳﺔ
12520600,Lightning Black Steel Greathammer,雷の黒鉄大槌,雷电黑铁大锤,Blitzender schwarzer Stahlgroßhammer,Gran martillo de acero negro de rayo,Громовой большой молот из чёрной стали,벼락의 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﺑﺭﻗﻳﺔ
12520700,Sacred Black Steel Greathammer,神聖な黒鉄大槌,神圣黑铁大锤,Heiliger schwarzer Stahlgroßhammer,Gran martillo de acero negro sagrado,Священ. большой молот из чёрной стали,신성한 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﻣﻘﺩﺳﺔ
12520800,Magic Black Steel Greathammer,魔力の黒鉄大槌,魔力黑铁大锤,Magischer schwarzer Stahlgroßhammer,Gran martillo de acero negro mágico,Зачаров. большой молот из чёрной стали,마력의 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﺳﺣﺭﻳﺔ
12520900,Cold Black Steel Greathammer,冷たい黒鉄大槌,寒冷黑铁大锤,Eisiger schwarzer Stahlgroßhammer,Gran martillo de acero negro frío,Морозный большой молот из чёрной стали,차가운 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﺑﺎردة
12521000,Poison Black Steel Greathammer,毒の黒鉄大槌,毒黑铁大锤,Giftiger schwarzer Stahlgroßhammer,Gran martillo de acero negro venenoso,Отравл. большой молот из чёрной стали,독의 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﺳﺎﻣﺔ
12521100,Blood Black Steel Greathammer,血の黒鉄大槌,血黑铁大锤,Blutiger schwarzer Stahlgroßhammer,Gran martillo de acero negro de sangre,Кров. большой молот из чёрной стали,피의 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﺩﻣﻭﻳﺔ
12521200,Occult Black Steel Greathammer,神秘の黒鉄大槌,神秘黑铁大锤,Okkulter schwarzer Stahlgroßhammer,Gran martillo de acero negro oculto,Оккульт. большой молот из чёрной стали,신비의 흑철 대형 망치,ﻣﻁﺭﻗﺔ اﻟﻔﻭﻻذ اﻷﺳﻭد اﻟﻌﻅﻳﻣﺔ اﻟﻐﺎﻣﺿﺔ
12530000,Bloodfiend's Arm,血鬼の腕,血怪手臂,Arm eines Blutunholds,Brazo de demonio sanguíneo,Рука кровопускателя,혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء
12530100,Bloodfiend's Heavy Arm,重厚な血鬼腕,厚重血怪手臂,Schwerer Arm eines Blutunholds,Brazo de demonio sanguíneo pesado,Тяжёлая рука кровопускателя,중후한 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﺛﻘﻳﻠﺔ
12530200,Bloodfiend's Keen Arm,鋭利な血鬼腕,锋利血怪手臂,Solider Arm eines Blutunholds,Brazo de demonio sanguíneo afilado,Острая рука кровопускателя,예리한 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﺑﺎﺗﺭة
12530300,Bloodfiend's Quality Arm,上質な血鬼腕,优质血怪手臂,Wertiger Arm eines Blutunholds,Brazo de demonio sanguíneo de calidad,Качественная рука кровопускателя,상질의 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﻣﻳﺯة
12530400,Bloodfiend's Fire Arm,炎の血鬼腕,火焰血怪手臂,Feuriger Arm eines Blutunholds,Brazo de demonio sanguíneo de fuego,Огненная рука кровопускателя,화염의 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﻧﺎرﻳﺔ
12530500,Bloodfiend's Flame Art Arm,炎術の血鬼腕,焰术血怪手臂,Flammender Arm eines Blutunholds,Brazo de demonio sanguíneo de arte de llama,Пылающая рука кровопускателя,화염술의 혈귀의 팔,ذراع أﺳﻠﻭب اﻟﻠﻬﺏ ﻟﺳﺎك اﻟﺩﻣﺎء
12530600,Bloodfiend's Lightning Arm,雷の血鬼腕,雷电血怪手臂,Blitzender Arm eines Blutunholds,Brazo de demonio sanguíneo de rayo,Громовая рука кровопускателя,벼락의 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﺑﺭﻗﻳﺔ
12530700,Bloodfiend's Sacred Arm,神聖な血鬼腕,神圣血怪手臂,Heiliger Arm eines Blutunholds,Brazo de demonio sanguíneo sagrado,Священная рука кровопускателя,신성한 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﻘﺩﺳﺔ
12530800,Bloodfiend's Magic Arm,魔力の血鬼腕,魔力血怪手臂,Magischer Arm eines Blutunholds,Brazo de demonio sanguíneo mágico,Зачарованная рука кровопускателя,마력의 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﺳﺣﺭﻳﺔ
12530900,Bloodfiend's Cold Arm,冷たい血鬼腕,寒冷血怪手臂,Eisiger Arm eines Blutunholds,Brazo de demonio sanguíneo frío,Морозная рука кровопускателя,차가운 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﺑﺎردة
12531000,Bloodfiend's Poison Arm,毒の血鬼腕,毒血怪手臂,Giftiger Arm eines Blutunholds,Brazo de demonio sanguíneo venenoso,Отравленная рука кровопускателя,독의 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﺳﺎﻣﺔ
12531100,Bloodfiend's Blood Arm,血の血鬼腕,血血怪手臂,Blutiger Arm eines Blutunholds,Brazo de demonio sanguíneo de sangre,Кровавая рука кровопускателя,피의 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﺩﻣﻭﻳﺔ
12531200,Bloodfiend's Occult Arm,神秘の血鬼腕,神秘血怪手臂,Okkulter Arm eines Blutunholds,Brazo de demonio sanguíneo oculto,Оккультная рука кровопускателя,신비의 혈귀의 팔,ذراع ﺳﺎك اﻟﺩﻣﺎء اﻟﻐﺎﻣﺿﺔ
13500000,Serpent Flail,蛇のフレイル,蛇连枷,Schlangenflegel,Mangual serpentino,Цеп со змеями,불뱀 철퇴,ﻣﺧﺑﺎط اﻷﻓﻌﻰ
14500000,Smithscript Axe,流紋の斧,流纹斧,Schmiedeschrift-Axt,Hacha con caligrafía de forja,Топор с письменами,유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة
14500100,Heavy Smithscript Axe,重厚な流紋斧,厚重流纹斧,Schwere Schmiedeschrift-Axt,Hacha con caligrafía de forja pesada,Тяжёлый топор с письменами,중후한 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﺛﻘﻳﻠﺔ
14500200,Keen Smithscript Axe,鋭利な流紋斧,锋利流纹斧,Solide Schmiedeschrift-Axt,Hacha con caligrafía de forja afilada,Острый топор с письменами,예리한 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﺑﺎﺗﺭة
14500300,Quality Smithscript Axe,上質な流紋斧,优质流纹斧,Wertige Schmiedeschrift-Axt,Hacha con caligrafía de forja de calidad,Качественный топор с письменами,상질의 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻣﻣﻳﺯة
14500400,Fire Smithscript Axe,炎の流紋斧,火焰流纹斧,Feurige Schmiedeschrift-Axt,Hacha con caligrafía de forja de fuego,Огненный топор с письменами,화염의 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻧﺎرﻳﺔ
14500500,Flame Art Smithscript Axe,炎術の流紋斧,焰术流纹斧,Flammende Schmiedeschrift-Axt,Hacha con caligrafía de forja de arte de llama,Пылающий топор с письменами,화염술의 유문 도끼,ﻓﺄس أﺳﻠﻭب ﻟﻬﺏ ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة
14500600,Lightning Smithscript Axe,雷の流紋斧,雷电流纹斧,Blitzende Schmiedeschrift-Axt,Hacha con caligrafía de forja de rayo,Громовой топор с письменами,벼락의 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﺑﺭﻗﻳﺔ
14500700,Sacred Smithscript Axe,神聖な流紋斧,神圣流纹斧,Heilige Schmiedeschrift-Axt,Hacha con caligrafía de forja sagrada,Священный топор с письменами,신성한 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻣﻘﺩﺳﺔ
14500800,Magic Smithscript Axe,魔力の流紋斧,魔力流纹斧,Magische Schmiedeschrift-Axt,Hacha con caligrafía de forja mágica,Зачарованный топор с письменами,마력의 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﺳﺣﺭﻳﺔ
14500900,Cold Smithscript Axe,冷たい流紋斧,寒冷流纹斧,Eisige Schmiedeschrift-Axt,Hacha con caligrafía de forja fría,Морозный топор с письменами,차가운 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﺑﺎردة
14501000,Poison Smithscript Axe,毒の流紋斧,毒流纹斧,Giftige Schmiedeschrift-Axt,Hacha con caligrafía de forja venenosa,Отравленный топор с письменами,독의 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﺳﺎﻣﺔ
14501100,Blood Smithscript Axe,血の流紋斧,血流纹斧,Blutige Schmiedeschrift-Axt,Hacha con caligrafía de forja de sangre,Кровавый топор с письменами,피의 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﺩﻣﻭﻳﺔ
14501200,Occult Smithscript Axe,神秘の流紋斧,神秘流纹斧,Okkulte Schmiedeschrift-Axt,Hacha con caligrafía de forja oculta,Оккультный топор с письменами,신비의 유문 도끼,ﻓﺄس ﻣﺧﻁﻭﻁﺔ اﻟﺣﺩادة اﻟﻐﺎﻣﺿﺔ
